squirrel_id,trapping_id,year,vial_number,poop_id,poop_time,comments,problem_duplicate
10311,101604,2011,1,C0334,1207,,FALSE
11725,102008,2011,1,C0339,1136,,FALSE
11678,101509,2011,1,C0340,1336,,FALSE
12003,101765,2011,1,C0341,1145,,FALSE
12323,101914,2011,1,C0342,1110,,FALSE
12552,102673,2011,1,C0343,1114,,FALSE
12744,102686,2011,1,C0344,1145,,FALSE
10618,101426,2011,1,C0346,1147,,FALSE
12298,102659,2011,1,C0347,1240,,FALSE
13672,101436,2011,1,C0348,1202,,FALSE
12056,101172,2011,1,C0349,1305,,FALSE
10618,101012,2011,1,C0350,1432,,FALSE
13672,101281,2011,1,C0351,1215,,FALSE
11725,101691,2011,1,C0352,1201,,FALSE
11578,101401,2011,1,C0356,1321,,FALSE
10201,102211,2011,1,C0358,1325,,FALSE
10832,102084,2011,1,C0360,1203,,FALSE
11536,101103,2011,1,C0361,1321,Nipples looked to be medium pink?!,FALSE
11036,102095,2011,1,C0363,1200,,FALSE
12033,101366,2011,1,C0364,1133,,FALSE
11041,102449,2011,1,C0365,1244,,FALSE
11800,101204,2011,1,C0366,1422,,FALSE
10618,102061,2011,1,C0367,1134,,FALSE
10103,101383,2011,1,C0368,1322,poop out of freezer for 4 HRS,FALSE
10182,101806,2011,1,C0371,1237,ibutton on collar taken off female and ibutton on collar put on; collar removed was frequency 149.520,FALSE
12025,102014,2011,1,C0376,1039,,FALSE
10654,101360,2011,1,C0377,1158,,FALSE
10640,102819,2011,1,C0379,1055,,FALSE
11943,101478,2011,1,C0380,1326,,FALSE
12633,101854,2011,1,C0381,1255,,FALSE
11053,102316,2011,1,C0382,1227,,FALSE
12419,101107,2011,1,C0384,1345,,FALSE
12018,101182,2011,1,C0388,1440,"Possible notch on right ear; struggled a lot when I was working with him, even though HT was 0",FALSE
11084,101476,2011,1,C0389,1130,,FALSE
10578,101761,2011,1,C0390,1108,,FALSE
11876,101127,2011,1,C0392,1537,,FALSE
11874,102517,2011,1,C0393,1100,,FALSE
11577,101105,2011,1,C0394,1421,Hard rod in abdomen,FALSE
11576,101706,2011,1,C0395,1252,,FALSE
11256,101549,2011,1,C0396,1213,P ibutton,FALSE
11577,101516,2011,1,C0397,1344,,FALSE
10256,102443,2011,1,C0398,1048,,FALSE
12613,101136,2011,1,C0399,1401,,FALSE
12050,101396,2011,1,C0401,1358,,FALSE
11722,101632,2011,1,C0403,1212,,FALSE
12482,101917,2011,1,C0405,1238,,FALSE
11775,101510,2011,1,C0406,1226,RC looked irritated,FALSE
11864,101670,2011,1,C0407,1216,,FALSE
12461,107876,2012,1,C0408,1210,,FALSE
12391,101263,2011,1,C0409,1317,"New midden, not in the midden census",FALSE
10273,101131,2011,1,C0410,1543,,FALSE
13676,101087,2011,1,C0411,1500,,FALSE
10191,101818,2011,1,C0412,1311,,FALSE
13667,101580,2011,1,C0414,1222,"escaped, L3 female",FALSE
11306,101664,2011,1,C0416,1238,,FALSE
10640,101470,2011,1,C0417,1224,,FALSE
10937,101893,2011,1,C0421,1146,,FALSE
10374,102223,2011,1,C0427,1230,,FALSE
11976,101292,2011,1,C0429,1220,,FALSE
12524,102022,2011,1,C0430,1030,,FALSE
10236,101327,2011,1,C0431,1334,,FALSE
10818,101391,2011,1,C0432,1316,,FALSE
11775,101758,2011,1,C0433,1122,green ibutton,FALSE
10072,101202,2011,1,C0434,1335,"head badly infected, puss oozing out of what was left of R ear, bloody, bald infected head",FALSE
12375,102092,2011,1,C0435,1128,,FALSE
12367,101845,2011,1,C0437,1304,,FALSE
12435,101439,2011,1,C0439,1300,,FALSE
13033,101433,2011,1,C0441,1231,,FALSE
11875,101334,2011,1,C0443,1248,,FALSE
12432,101232,2011,1,C0444,1254,,FALSE
11477,101203,2011,1,C0446,1250,,FALSE
11486,102038,2011,1,C0447,1229,NEST,FALSE
11376,102284,2011,1,C0451,1611,"Removed collar because the skin was gone around her neck and she had a large open sore; nest is underground, so there was no guarantee of being able to remove the collar in the next few days",FALSE
12031,102018,2011,1,C0452,1210,,FALSE
11978,102040,2011,1,C0456,1344,she broke off L 2nd finger,FALSE
11489,103366,2011,1,C0457,1208,No fur loss on neck from collar; W ibutton,FALSE
11053,102085,2011,1,C0459,1049,,FALSE
11972,102323,2011,1,C0460,1253,,FALSE
11412,101462,2011,1,C0461,1403,,FALSE
11377,101461,2011,1,C0462,1307,,FALSE
11536,101704,2011,1,C0463,1330,,FALSE
12003,101929,2011,1,C0465,1136,,FALSE
11876,102087,2011,1,C0466,1225,,FALSE
12294,101835,2011,1,C0467,1321,Cant get to hold still,FALSE
12462,101368,2011,1,C0468,1217,,FALSE
19267,101584,2011,1,C0470,1342,,FALSE
11678,101842,2011,1,C0471,1254,,FALSE
11814,101387,2011,1,C0472,1422,UTS,FALSE
11519,102318,2011,1,C0474,1335,T19 stake,FALSE
10190,101685,2011,1,C0477,1115,"Was trapping to put rc on for N2 but neck had no fur, will wait a few more days",FALSE
12000,101405,2011,1,C0479,1308,,FALSE
11519,101455,2011,1,C0483,1300,,FALSE
10918,101397,2011,1,C0485,1156,,FALSE
11862,101464,2011,1,C0486,1317,,FALSE
11664,101909,2011,1,C0488,1137,,FALSE
10479,101616,2011,1,C0490,1120,,FALSE
10374,101610,2011,1,C0491,1101,Set off-midden.,FALSE
13667,101482,2011,1,C0493,1307,,FALSE
10046,101547,2011,1,C0494,1338,,FALSE
12372,101430,2011,1,C0495,1307,,FALSE
12668,101457,2011,1,C0497,1323,probably p0 nonbreeder,FALSE
12691,101504,2011,1,C0498,1432,,FALSE
8764,103789,2011,1,C0500,1119,,FALSE
11697,102951,2011,1,C0501,940,,FALSE
12435,102833,2011,1,C0502,1433,,FALSE
10908,102538,2011,1,C0503,1000,,FALSE
11664,101618,2011,1,C0505,1040,checked nipples but no milk,FALSE
13101,102675,2011,1,C0507,1248,,FALSE
11049,102335,2011,1,C0508,1146,,FALSE
11609,101333,2011,1,C0510,1421,"tag cut b/c ear infection (tag too tight), will need to retag",FALSE
11220,102804,2011,1,C0514,956,"couldn't express milk, still looked lac",FALSE
11046,102334,2011,1,C0516,1108,,FALSE
12639,102222,2011,1,C0517,1221,,FALSE
11386,101089,2011,1,C0518,1519,,FALSE
11970,102216,2011,1,C0519,1235,,FALSE
11084,103161,2011,1,C0520,1008,"Released unhandled, caught yesterday",FALSE
10654,101097,2011,1,C0521,1502,unsure of P1 status - P2 when last caught 2 weeks ago!,FALSE
10832,102258,2011,1,C0523,1051,"Flacky nips, hard, fr growing",FALSE
11996,102546,2011,1,C0525,1135,,FALSE
12003,102547,2011,1,C0527,1105,,FALSE
12451,102519,2011,1,C0531,957,,FALSE
10496,101354,2011,1,C0532,1429,,FALSE
12060,102392,2011,1,C0533,1139,,FALSE
11872,101205,2011,1,C0534,1316,,FALSE
11105,101041,2011,1,C0536,1310,,FALSE
12566,104805,2011,1,C0538,940,,FALSE
12026,102247,2011,1,C0542,1146,,FALSE
11721,102389,2011,1,C0543,1041,,FALSE
11375,101331,2011,1,C0546,1435,,FALSE
12463,103277,2011,1,C0552,956,,FALSE
11386,101332,2011,1,C0555,1200,,FALSE
12524,101306,2011,1,C0556,1326,,FALSE
10520,102445,2011,1,C0559,1101,,FALSE
13667,102416,2011,1,C0560,1031,,FALSE
11953,102637,2011,1,C0562,1200,,FALSE
12020,102684,2011,1,C0563,1055,,FALSE
12035,102464,2011,1,C0564,1152,,FALSE
10190,104593,2011,1,C0565,1100,,FALSE
11313,102629,2011,1,C0567,1053,"Lost, Wean",FALSE
11272,102806,2011,1,C0573,1138,Old colours not recorded in notebook but I'm assuming new colours are same as old colours.,FALSE
19255,102600,2011,1,C0575,1148,,FALSE
11989,102655,2011,1,C0576,1058,Scaby ear tag,FALSE
12527,102521,2011,1,C0579,1010,,FALSE
12434,101152,2011,1,C0581,1352,,FALSE
11225,103186,2011,1,C0582,1018,Fur still worn from previous collar,FALSE
11992,103250,2011,1,C0583,1048,L notch,FALSE
10342,108471,2012,1,C0584,1030,,FALSE
11260,102511,2011,1,C0585,1040,looked LAC but no milk expressed,FALSE
10182,102602,2011,1,C0589,1250,,FALSE
12026,102404,2011,1,C0591,1220,possibly lost,FALSE
11802,101015,2011,1,C0593,1340,"left in discs for now, no wires with me",FALSE
11977,104180,2011,1,C0594,1045,,FALSE
11486,102790,2011,1,C0595,1411,,FALSE
11697,101141,2011,1,C0597,1451,,FALSE
11978,102505,2011,1,C0598,1326,Fur rubbed off neck,FALSE
11256,102681,2011,1,C0599,1141,,FALSE
11077,102501,2011,1,C0602,1159,,FALSE
13429,102526,2011,1,C0604,1021,,FALSE
12946,103991,2011,1,C0606,913,,FALSE
11519,102579,2011,1,C0607,1226,,FALSE
12528,102522,2011,1,C0608,1227,,FALSE
12664,102619,2011,1,C0609,1145,,FALSE
12306,102531,2011,1,C0611,1319,,FALSE
11593,102591,2011,1,C0612,1030,,FALSE
10375,102605,2011,1,C0613,940,,FALSE
11871,102339,2011,1,C0615,1031,,FALSE
12538,102583,2011,1,C0618,1125,,FALSE
12515,102672,2011,1,C0619,1206,,FALSE
11527,102795,2011,1,C0620,1057,,FALSE
11489,104587,2011,1,C0621,1100,,FALSE
12027,102551,2011,1,C0625,1148,Released unhandled,FALSE
12319,104303,2011,1,C0626,932,,FALSE
10374,102396,2011,1,C0627,1105,,FALSE
12326,102540,2011,1,C0629,1140,,FALSE
10848,102448,2011,1,C0632,1128,,FALSE
12318,104302,2011,1,C0633,947,,FALSE
11864,102516,2011,1,C0634,926,testes were very small,FALSE
12633,102824,2011,1,C0635,1139,,FALSE
11343,102762,2011,1,C0636,1113,,FALSE
11976,102473,2011,1,C0637,1056,Released unhandled caught earlier,FALSE
12478,102736,2011,1,C0638,1003,Lost?,FALSE
12301,103329,2011,1,C0639,1028,"new colar on, I-botton girl.",FALSE
11412,102667,2011,1,C0641,1026,,FALSE
12551,102458,2011,1,C0642,1205,,FALSE
11173,103097,2011,1,C0643,914,,FALSE
13678,102508,2011,1,C0645,1139,,FALSE
11867,102391,2011,1,C0648,1011,,FALSE
12435,102412,2011,1,C0649,1203,,FALSE
12620,102532,2011,1,C0650,1025,Set off-midden,FALSE
12700,102525,2011,1,C0651,1134,,FALSE
11386,102388,2011,1,C0652,1054,,FALSE
11794,102514,2011,1,C0653,1208,,FALSE
11976,102542,2011,1,C0654,936,released unhandled,FALSE
12654,102469,2011,1,C0655,1027,,FALSE
12060,104221,2011,1,C0656,1020,,FALSE
12422,102399,2011,1,C0658,1216,,FALSE
10311,102444,2011,1,C0660,1112,,FALSE
12802,104679,2011,1,C0661,1047,,FALSE
12054,102860,2011,1,C0663,1002,,FALSE
11943,102724,2011,1,C0667,1220,,FALSE
12524,103123,2011,1,C0668,1010,,FALSE
11041,102587,2011,1,C0670,1130,,FALSE
12432,104023,2011,1,C0671,930,Wean,FALSE
10773,102446,2011,1,C0674,1155,,FALSE
10946,104149,2011,1,C0675,907,Released,FALSE
11260,103310,2011,1,C0676,1128,,FALSE
13137,104167,2011,1,C0677,932,Released,FALSE
12698,102459,2011,1,C0678,1143,,FALSE
10946,104667,2011,1,C0679,1138,,FALSE
11815,102337,2011,1,C0680,1234,,FALSE
12478,102872,2011,1,C0681,932,,FALSE
12056,103838,2011,1,C0682,1010,,FALSE
12432,102831,2011,1,C0683,1057,,FALSE
10375,102720,2011,1,C0684,1001,,FALSE
11987,103351,2011,1,C0685,928,,FALSE
10832,102577,2011,1,C0686,1213,,FALSE
12357,102518,2011,1,C0689,1014,,FALSE
13677,103257,2011,1,C0690,1011,,FALSE
10818,102528,2011,1,C0691,1111,,FALSE
12469,104197,2011,1,C0692,1045,,FALSE
12050,103452,2011,1,C0693,1100,Forgot weight,FALSE
10815,102500,2011,1,C0694,1251,Stub tail,FALSE
12860,102393,2011,1,C0697,1109,,FALSE
10872,102929,2011,1,C0698,1024,,FALSE
10654,102688,2011,1,C0699,1055,"Smaller growth near the nipple, second litter",FALSE
11188,102950,2011,1,C0701,950,,FALSE
10637,102849,2011,1,C0702,1223,,FALSE
12482,104423,2011,1,C0705,1120,,FALSE
12493,102855,2011,1,C0706,941,,FALSE
11970,103836,2011,1,C0707,908,Scar on head and  collar rubbed fur,FALSE
13203,102718,2011,1,C0708,1140,,FALSE
12949,103434,2011,1,C0712,937,,FALSE
11989,103353,2011,1,C0713,1120,,FALSE
13193,102936,2011,1,C0715,1049,,FALSE
12303,104460,2011,1,C0717,1205,,FALSE
12469,102823,2011,1,C0718,1008,,FALSE
12312,102713,2011,1,C0719,1010,,FALSE
11572,102991,2011,1,C0723,1055,,FALSE
12697,102344,2011,1,C0725,1209,,FALSE
12448,103034,2011,1,C0726,1201,,FALSE
12699,102524,2011,1,C0727,1050,,FALSE
11816,102757,2011,1,C0728,1312,,FALSE
11376,103029,2011,1,C0729,1119,,FALSE
13136,104165,2011,1,C0731,921,,FALSE
12031,102730,2011,1,C0732,1134,,FALSE
11220,102679,2011,1,C0733,958,Collar had an ibutton,FALSE
10654,103911,2011,1,C0734,1035,,FALSE
11002,104015,2011,1,C0735,1047,,FALSE
11608,104469,2011,1,C0736,952,,FALSE
12446,102616,2011,1,C0737,1050,,FALSE
11862,102515,2011,1,C0738,938,,FALSE
12060,103388,2011,1,C0739,856,,FALSE
12827,105482,2011,1,C0740,2304,RMR completed at 2300hr,FALSE
10508,107764,2012,1,C0741,1335,,FALSE
8762,102509,2011,1,C0742,1025,,FALSE
11661,102594,2011,1,C0744,1136,,FALSE
10686,103185,2011,1,C0745,1202,,FALSE
12432,102734,2011,1,C0746,1021,,FALSE
12026,102829,2011,1,C0747,1130,"Kind of big nipples no milk
",FALSE
12305,102810,2011,1,C0749,1045,,FALSE
10191,103159,2011,1,C0752,1032,,FALSE
11150,102347,2011,1,C0753,1208,Collar has ibutton; trap was set off-midden,FALSE
11983,102614,2011,1,C0754,1230,,FALSE
12551,102714,2011,1,C0758,1155,,FALSE
12524,104677,2011,1,C0759,1015,,FALSE
12056,103251,2011,1,C0761,930,,FALSE
11057,102450,2011,1,C0762,1116,,FALSE
12319,103363,2011,1,C0765,957,,FALSE
10841,102707,2011,1,C0770,1245,,FALSE
10848,104301,2011,1,C0772,1044,,FALSE
11572,103247,2011,1,C0774,1142,,FALSE
10520,103057,2011,1,C0775,1011,,FALSE
12426,103801,2011,1,C0776,1045,Neck fine despite the collar; midden not in midden census,FALSE
12007,103317,2011,1,C0777,1108,,FALSE
11862,102338,2011,1,C0778,1247,,FALSE
12056,102440,2011,1,C0781,1150,,FALSE
12448,102466,2011,1,C0782,1054,,FALSE
12943,104184,2011,1,C0783,1007,,FALSE
11351,102756,2011,1,C0785,1109,,FALSE
11803,103137,2011,1,C0786,1217,,FALSE
11678,102931,2011,1,C0788,1014,,FALSE
10654,102954,2011,1,C0789,1023,,FALSE
12620,103110,2011,1,C0792,1026,Rattled on edge of -63 midden; trap set slightly off-midden,FALSE
10106,102663,2011,1,C0794,1054,,FALSE
12329,102772,2011,1,C0795,1028,,FALSE
11527,103437,2011,1,C0796,1105,,FALSE
11778,102670,2011,1,C0797,1142,,FALSE
11344,102763,2011,1,C0798,1135,,FALSE
11572,102791,2011,1,C0799,1418,B2?,FALSE
11997,104153,2011,1,C0800,1010,,FALSE
11944,102864,2011,1,C0801,1016,,FALSE
10318,103944,2011,1,C0802,1044,Neck had small scab that healed prior to removing collar; escaped from bag before I could check status but looked lac,FALSE
12435,104027,2011,1,C0804,937,,FALSE
11343,105097,2011,1,C0805,1059,,FALSE
11077,104353,2011,1,C0806,916,,FALSE
12306,104076,2011,1,C0807,1037,,FALSE
10668,102586,2011,1,C0809,1209,,FALSE
11864,102711,2011,1,C0810,1020,,FALSE
11722,104267,2011,1,C0811,1041,,FALSE
12022,102529,2011,1,C0812,1303,Took DNA - not done first time squirrel caught.,FALSE
11725,103451,2011,1,C0813,1044,,FALSE
11803,104451,2011,1,C0815,1022,Poop collected without poop cup. Kept in trapping vest pocket until lunch.,FALSE
13094,104161,2011,1,C0817,957,,FALSE
12747,104157,2011,1,C0818,905,Released,FALSE
11453,103312,2011,1,C0819,1014,,FALSE
12691,103990,2011,1,C0821,1036,,FALSE
12035,102809,2011,1,C0822,1053,,FALSE
11998,103287,2011,1,C0823,1032,,FALSE
12509,103898,2011,1,C0825,1053,,FALSE
11272,107688,2012,1,C0826,1138,CMR 5,FALSE
10832,104685,2011,1,C0828,1019,,FALSE
12701,102598,2011,1,C0829,1255,,FALSE
11998,103119,2011,1,C0830,943,Rattled at E11.,FALSE
10587,103150,2011,1,C0831,1141,,FALSE
12746,104155,2011,1,C0832,934,Released,FALSE
13093,103878,2011,1,C0833,1028,,FALSE
10331,104216,2011,1,C0834,1001,No neck scabbing or irritation.,FALSE
12620,104550,2011,1,C0835,1022,Released,FALSE
12372,102541,2011,1,C0836,1305,,FALSE
11572,102503,2011,1,C0837,1318,D3?,FALSE
10929,104228,2011,1,C0838,1220,,FALSE
13101,102460,2011,1,C0844,1028,,FALSE
10046,107679,2012,1,C0846,1257,CMR 6,FALSE
11841,102682,2011,1,C0848,1118,,FALSE
12434,103674,2011,1,C0849,1008,P8. Midden,FALSE
12478,104281,2011,1,C0851,907,,FALSE
11721,104470,2011,1,C0852,937,,FALSE
12435,104277,2011,1,C0853,946,,FALSE
12539,102441,2011,1,C0854,1207,,FALSE
12574,102863,2011,1,C0855,1045,,FALSE
11486,103883,2011,1,C0856,856,,FALSE
11489,104190,2011,1,C0857,935,Neck fine; ibutton on the collar,FALSE
10321,104467,2011,1,C0858,1124,,FALSE
19267,102692,2011,1,C0859,1036,Can t find nipple,FALSE
10184,102802,2011,1,C0861,1052,Set off-midden,FALSE
11377,103259,2011,1,C0863,1049,,FALSE
13164,104503,2011,1,C0865,1024,,FALSE
12678,102815,2011,1,C0869,1229,,FALSE
11974,102439,2011,1,C0873,1230,,FALSE
12516,104010,2011,1,C0874,1120,,FALSE
12831,104192,2011,1,C0876,950,,FALSE
10060,104402,2011,1,C0878,949,,FALSE
11775,104546,2011,1,C0879,926,,FALSE
12434,104025,2011,1,C0880,920,Released,FALSE
10374,102604,2011,1,C0883,1020,,FALSE
10190,102765,2011,1,C0884,1125,,FALSE
12528,103218,2011,1,C0885,1130,,FALSE
8764,103099,2011,1,C0886,1035,,FALSE
10526,104217,2011,1,C0887,1047,Released.,FALSE
12524,104031,2011,1,C0888,1006,,FALSE
11036,102708,2011,1,C0889,1130,,FALSE
11672,102914,2011,1,C0892,950,Open sores on neck from collar,FALSE
13039,102817,2011,1,C0893,1022,,FALSE
11319,104255,2011,1,C0894,1212,,FALSE
10342,104252,2011,1,C0897,1012,,FALSE
10182,104309,2011,1,C0898,1038,Scaby nipples,FALSE
11991,103548,2011,1,C0899,958,,FALSE
10841,104300,2011,1,C0900,925,,FALSE
12060,102934,2011,1,C0901,1017,,FALSE
12029,103293,2011,1,C0903,1016,,FALSE
12552,102715,2011,1,C0904,1040,,FALSE
11593,104247,2011,1,C0905,913,,FALSE
12137,108280,2012,1,C0906,1230,,FALSE
11256,104254,2011,1,C0907,1056,Weaned?,FALSE
12018,102683,2011,1,C0908,1040,,FALSE
10869,104264,2011,1,C0909,1100,,FALSE
11946,103866,2011,1,C0910,927,,FALSE
10508,102536,2011,1,C0911,1110,,FALSE
11057,101506,2011,1,C0912,1319,,FALSE
12568,104647,2011,1,C0913,921,,FALSE
11386,103134,2011,1,C0914,947,,FALSE
11225,102805,2011,1,C0915,1002,,FALSE
11448,104163,2011,1,C0916,951,Released,FALSE
11453,104449,2011,1,C0920,1000,Poop collected without poop cup. Kept in trapping vest pocket until lunch.,FALSE
12422,102812,2011,1,C0921,1035,,FALSE
12297,104116,2011,1,C0922,957,,FALSE
11997,102778,2011,1,C0924,1124,0,FALSE
12852,104297,2011,1,C0926,947,JUV,FALSE
12669,104689,2011,1,C0927,949,,FALSE
11049,103181,2011,1,C0930,1015,,FALSE
11489,108776,2012,1,C0932,1205,,FALSE
12026,102016,2011,1,C0936,1049,,FALSE
13672,108222,2012,1,C0937,1220,,FALSE
12202,104312,2011,1,C0938,1110,,FALSE
12513,108388,2012,1,C0939,1248,SMALL P1,FALSE
12876,107636,2012,1,C0940,215,CMR 3,FALSE
11306,103213,2011,1,C0941,1000,,FALSE
10686,102346,2011,1,C0942,1250,Nipples look like her pups are weaning (md nipples with milk),FALSE
12843,104691,2011,1,C0944,1051,,FALSE
12026,103773,2011,1,C0946,951,RELEASED,FALSE
10358,101564,2011,1,C0947,1142,,FALSE
13431,102940,2011,1,C0948,1107,,FALSE
10618,102537,2011,1,C0951,1150,,FALSE
10096,102704,2011,1,C0952,1218,,FALSE
12462,104635,2011,1,C0953,948,,FALSE
12526,103019,2011,1,C0956,1102,,FALSE
11604,102592,2011,1,C0957,1014,,FALSE
12865,103964,2011,1,C0959,1026,,FALSE
12930,104411,2011,1,C0960,1132,Left and right ear notch.,FALSE
12300,102660,2011,1,C0962,1217,,FALSE
12463,104378,2011,1,C0967,1145,,FALSE
11896,103446,2011,1,C0968,900,injected with doubly-labelled water and blood sample taken,FALSE
12375,104357,2011,1,C0969,951,,FALSE
12699,104452,2011,1,C0970,1009,Poop collected without poop cup. Kept in trapping vest pocket until lunch.,FALSE
11489,104256,2011,1,C0971,735,Injected with DLW. Blood and plasma sample collected,FALSE
12434,102410,2011,1,C0972,1122,,FALSE
11225,102680,2011,1,C0974,1022,,FALSE
10520,102794,2011,1,C0976,959,,FALSE
11260,102903,2011,1,C0977,1221,,FALSE
11896,102613,2011,1,C0980,1005,,FALSE
12568,104295,2011,1,C0982,903,,FALSE
12668,103098,2011,1,C0984,1100,,FALSE
12003,103291,2011,1,C0985,1114,,FALSE
11537,103227,2011,1,C0986,1036,,FALSE
11313,103232,2011,1,C0988,917,,FALSE
12509,104313,2011,1,C0989,1011,Neck fine despite collar; couldn't get milk: weaned?,FALSE
11693,102769,2011,1,C0990,1040,,FALSE
11976,102690,2011,1,C0992,957,Released,FALSE
10989,104007,2011,1,C0994,1110,,FALSE
19255,103221,2011,1,C0996,1101,,FALSE
10318,102803,2011,1,C0997,1016,,FALSE
11607,102453,2011,1,C0998,1127,,FALSE
11256,103003,2011,1,C0999,1210,Collar had an ibutton,FALSE
11645,107923,2012,1,C1000,1242,female escaped through hole in bag,FALSE
11977,104354,2011,1,C1050,1023,,FALSE
11036,104219,2011,1,C1150,1030,,FALSE
12883,104806,2011,1,C1202,1005,,FALSE
10187,105727,2011,1,C1203,1020,,FALSE
10918,102776,2011,1,C1204,1053,,FALSE
12305,104418,2011,1,C1206,1208,,FALSE
13678,104466,2011,1,C1208,920,,FALSE
12628,104372,2011,1,C1209,1057,Right tag infected so it was removed,FALSE
11672,104229,2011,1,C1210,1055,,FALSE
11486,103522,2011,1,C1211,853,,FALSE
12003,104633,2011,1,C1212,928,Gain weight,FALSE
11225,104131,2011,1,C1214,1004,,FALSE
11527,104407,2011,1,C1215,1108,No neck scabbing or irritation.,FALSE
10832,104113,2011,1,C1216,909,,FALSE
12933,104141,2011,1,C1217,1138,,FALSE
12297,104688,2011,1,C1218,932,,FALSE
10996,104130,2011,1,C1219,947,Released without handling. Handled yeste,FALSE
12849,104405,2011,1,C1222,917,JUV,FALSE
11486,104500,2011,1,C1223,905,,FALSE
12574,104230,2011,1,C1227,1134,,FALSE
11775,107520,2012,1,C1228,1138,CMR 5,FALSE
11105,104375,2011,1,C1229,1030,,FALSE
12668,104358,2011,1,C1231,1007,,FALSE
11486,104641,2011,1,C1232,931,,FALSE
12374,107972,2012,1,C1233,1139,,FALSE
11725,107767,2012,1,C1234,1223,,FALSE
12492,104675,2011,1,C1235,1029,Lost¿,FALSE
11625,104257,2011,1,C1236,1153,Neck has a healed scab,FALSE
12360,104377,2011,1,C1237,1012,NOT RETAG CAUSE EAR STILL BADLY WOUNDED,FALSE
12434,104275,2011,1,C1238,920,,FALSE
12620,104370,2011,1,C1239,1033,,FALSE
12049,107379,2012,1,C1240,1335,,FALSE
11944,104199,2011,1,C1241,1005,,FALSE
11976,104203,2011,1,C1242,1147,,FALSE
12434,104207,2011,1,C1243,1058,Released,FALSE
12026,104205,2011,1,C1244,950,Released,FALSE
11978,104444,2011,1,C1245,924,,FALSE
12950,103358,2011,1,C1250,1035,,FALSE
12953,103256,2011,1,C1251,944,,FALSE
12949,103651,2011,1,C1252,1119,,FALSE
12637,104379,2011,1,C1254,1100,,FALSE
11812,103248,2011,1,C1255,1145,,FALSE
11897,103143,2011,1,C1256,1028,,FALSE
10946,104013,2011,1,C1259,1117,,FALSE
11577,103284,2011,1,C1261,1136,,FALSE
12026,103081,2011,1,C1263,1107,,FALSE
12625,103036,2011,1,C1264,1030,,FALSE
12477,106811,2011,1,C1266,1037,,FALSE
11574,102905,2011,1,C1268,1126,,FALSE
11991,102926,2011,1,C1269,1130,,FALSE
12625,103228,2011,1,C1272,1055,"Small nipples, couldn't find them to check colour",FALSE
13095,106817,2011,1,C1274,1603,,FALSE
11589,107765,2012,1,C1275,1135,,FALSE
12434,103874,2011,1,C1277,938,,FALSE
11966,103060,2011,1,C1278,1035,,FALSE
12435,103169,2011,1,C1279,951,,FALSE
10654,103280,2011,1,C1280,916,,FALSE
11966,103059,2011,1,C1281,1015,,FALSE
12422,103369,2011,1,C1282,1137,W ibutton; neck scaby from collar,FALSE
11887,103744,2011,1,C1284,954,,FALSE
12492,103923,2011,1,C1286,1118,,FALSE
10331,103208,2011,1,C1287,1118,,FALSE
10331,103028,2011,1,C1288,1011,,FALSE
11976,102958,2011,1,C1292,1037,colar not on when weighted,FALSE
11721,103136,2011,1,C1294,1125,,FALSE
10918,103194,2011,1,C1295,955,,FALSE
10810,107276,2012,1,C1296,1420,,FALSE
12319,103525,2011,1,C1297,1018,,FALSE
12301,104021,2011,1,C1299,1028,,FALSE
12477,103711,2011,1,C1300,933,RELEASED,FALSE
11622,103799,2011,1,C1301,1143,Really nice to handle! Set off-midden,FALSE
12049,104008,2011,1,C1302,1045,,FALSE
13164,106835,2011,1,C1304,1511,O!/B!,FALSE
11887,103102,2011,1,C1305,1013,,FALSE
19255,104308,2011,1,C1308,958,,FALSE
11841,102857,2011,1,C1309,1236,"Nipples were strange - looked lac, but didn't look worn and big enough for nest 2, plus I couldn't get milk.",FALSE
10342,103184,2011,1,C1313,1052,W ibutton; another squirrel also rattled on the midden,FALSE
10375,103364,2011,1,C1315,1031,,FALSE
10832,103350,2011,1,C1316,945,,FALSE
11239,102902,2011,1,C1318,1052,,FALSE
13135,104211,2011,1,C1319,1653,,FALSE
12050,103192,2011,1,C1320,1145,,FALSE
12463,103908,2011,1,C1323,1050,,FALSE
11797,104422,2011,1,C1325,1055,,FALSE
10711,103349,2011,1,C1326,950,No milk,FALSE
12538,103433,2011,1,C1327,1014,,FALSE
11489,103142,2011,1,C1331,1009,Green ibutton. R off midden,FALSE
11953,103075,2011,1,C1333,1141,Released caught earlier,FALSE
10593,103887,2011,1,C1335,1129,No scabbing or neck irritation.,FALSE
12846,104250,2011,1,C1336,1005,Released.,FALSE
11990,104355,2011,1,C1338,928,,FALSE
10526,103058,2011,1,C1339,943,,FALSE
10520,104510,2011,1,C1340,910,,FALSE
11875,103387,2011,1,C1342,1100,,FALSE
13676,103381,2011,1,C1343,1156,,FALSE
12482,103157,2011,1,C1344,950,,FALSE
11976,103117,2011,1,C1345,1044,,FALSE
12297,103357,2011,1,C1346,1048,8 Flaky flacid md nips,FALSE
12031,102963,2011,1,C1347,945,,FALSE
11990,103375,2011,1,C1348,1129,,FALSE
10640,104263,2011,1,C1349,1000,,FALSE
11988,103352,2011,1,C1350,1050,,FALSE
12422,104778,2011,1,C1351,1154,Nipples look lac but couldn't get milk,FALSE
11873,103316,2011,1,C1353,1030,,FALSE
